0,1,2,3,4
-1.0307,-0.0379,-0.91377,-0.089842,-0.52769
-2.1331,-0.51569,-1.5952,-1.6051,0.61924
1.3333,-1.2555,-0.95861,-0.77095,-1.1412
1.3687,0.54162,-1.1073,0.69336,-1.1552
2.1951,0.79174,0.81201,-0.58807,0.54995
1.4951,-6.9127,2.8073,2.0029,-0.21602
-2.3916,1.1063,0.70072,-0.0032005,-1.6959
1.3419,2.451,-0.36821,-1.3626,1.9707
2.5845,2.668,1.3746,-0.33828,2.537
-3.1967,-0.66606,0.64228,2.1604,3.5558
-5.6755,2.6276,-1.4033,3.483,2.1172
-4.2562,5.5456,-0.48566,-1.2215,0.93066
2.8359,3.8891,0.49468,-3.1594,-2.9233
3.6139,2.3603,-0.72976,1.0124,-2.5572
-0.80177,-1.266,5.421,5.5268,-0.57864
-0.45866,-4.2556,3.1676,1.8958,0.81778
2.948,-2.4099,-2.5699,1.7016,0.93593
1.2885,-1.8625,1.7075,1.5011,-1.3754
0.99804,-6.4102,1.9942,-2.5828,-1.388
-1.2018,-1.1707,-0.96834,-4.0933,-3.4361
1.6254,0.39974,-2.2528,-4.5448,3.1394
2.0791,0.75722,-1.6128,-0.42461,1.913
-3.0175,-2.6789,0.8041,-0.26995,-3.4528
-0.095771,-4.0029,-0.4631,-0.090809,-3.6831
-0.069038,2.7111,-2.4347,-1.4566,-0.493
1.8426,1.7698,-2.5505,-1.2601,-0.84181
-3.8262,4.1883,-0.64015,0.60886,-2.4046
-3.3648,5.2083,0.44684,-0.50552,1.2991
3.7525,-0.34166,3.7077,-1.0198,5.3638
4.5931,0.95279,-0.84159,-3.3527,1.0871
2.9263,6.0921,-2.0189,1.1023,-1.3952
1.0854,-0.39533,-0.55493,1.5294,-1.4772
-3.7512,-4.0935,-0.48335,0.097418,-1.6278
-3.7912,-0.37804,-4.6721,-2.1613,2.5045
-0.63151,-1.8294,-2.4764,2.6081,-0.35684
-2.0672,2.324,-1.7219,3.513,-2.4265
-3.5723,2.3841,0.97088,0.089896,-2.0482
-1.8751,0.27116,1.3001,0.58022,-1.7348
0.38669,-4.7892,0.87064,0.98381,0.679
-0.4891,-2.9619,-0.89147,-1.1613,1.9506
1.1476,2.7341,1.3273,0.60232,4.2369
2.358,-2.1298,3.689,3.9447,0.39218
-1.0461,-6.6301,2.0877,0.45218,-0.6344
0.83993,0.027888,-1.9308,0.16827,0.24775
-0.30258,0.80841,-1.1504,-0.58685,0.89731
0.39611,-0.45789,0.5336,0.50451,2.239
0.41769,-1.011,0.025447,-0.53401,0.095838
1.1711,-1.969,1.4717,-0.41096,3.2217
5.826,-2.0392,1.923,0.4814,2.7296
3.2134,4.7541,1.3414,0.34483,3.3869
-1.5865,4.0993,-0.090748,2.3681,1.8914
1.6681,-0.27862,-0.46089,-2.6251,-0.79729
-1.1905,-0.45426,0.055691,-0.98169,-1.8587
-1.5285,1.5624,-1.9055,0.92876,-2.0208
-3.7437,4.1022,1.3874,-0.020895,-3.9841
-2.7818,1.4627,0.49418,-1.1669,-1.7875
-1.3404,-2.033,0.20377,2.1623,-0.029254
-0.66737,-2.2157,1.0241,2.9446,-0.081575
0.74506,-2.2139,0.68448,-4.6689,2.3143
0.85407,1.4627,1.0189,-3.3336,1.8941
3.0514,2.4742,1.5867,0.97812,-1.3707
1.7909,-5.1552,1.2475,-1.5592,-2.6458
-0.51054,-1.0027,0.91724,-0.53158,1.1296
0.83506,1.4757,-3.2325,-5.4325,2.2042
0.013378,-2.2925,-1.1158,-1.9067,0.41878
1.8186,2.4886,-1.6647,2.8681,-5.3672
0.83965,-0.28922,-1.3456,6.5006,-2.0639
-2.6844,-0.067395,1.8149,4.7404,-0.78383
-1.5763,0.2413,-0.39638,-2.3326,-3.8156
-1.3107,1.0954,-1.168,2.1879,-1.023
-1.6143,-2.4758,0.99352,4.7704,3.9966
-0.23501,1.1113,3.4039,0.38456,-0.55032
-0.28005,3.7964,0.25532,-1.8518,-1.5615
-1.8119,1.7418,-0.48733,-4.1194,-0.61945
-1.3309,2.1848,-2.9336,0.22765,0.61735
3.4124,6.1965,-0.020609,-3.7011,5.4179
4.5843,4.2035,0.62503,-2.5147,3.2581
-0.38951,0.06401,4.3648,-0.19168,0.36175
-2.8431,-3.2471,0.76421,-1.6274,-0.47506
-0.027933,-5.773,0.70156,-3.5214,0.87716
4.5288,-3.8788,1.1195,-0.99065,-1.2576
-1.098,0.83582,-3.4777,2.0279,-4.0741
-1.5268,-1.6362,-4.4293,-0.21176,0.20893
-0.53001,1.7909,-1.4649,1.8128,-3.0072
1.2002,-0.56532,-0.46104,3.1424,-3.6094
1.8261,-1.562,-1.61,4.0257,1.4893
1.3827,0.20959,-0.25738,0.85366,-2.0406
-2.4699,2.2732,0.24344,-2.2424,0.59374
-5.3713,3.5718,-0.8675,-2.26,1.3603
-3.6148,0.81217,-0.514,1.7962,-3.1542
-1.4775,-2.3573,-0.40757,1.3771,-1.3936
2.6442,-2.1756,-0.20983,-1.485,0.62994
5.1887,0.56849,0.76898,0.078429,0.76064
1.2301,-0.69268,-0.48102,-0.74221,-1.648
-2.8712,-2.2211,-1.3546,-1.7686,0.62537
-2.221,-1.9174,-0.93545,0.99171,1.0212
-0.97796,0.95176,0.53612,3.2824,-1.1399
1.2745,2.989,1.2803,-0.013928,-0.010693
-1.0529,1.612,0.95655,0.77252,2.0542
-0.66362,-3.7842,0.13469,4.1799,3.7968
1.1547,-3.0428,0.054241,-0.42676,-0.0051071
2.1312,-3.1786,4.613,1.6674,4.447
4.4206,1.2995,0.65747,-0.04031,1.9902
4.0309,2.5925,0.69701,-2.8446,0.13246
-0.11659,-0.29675,-0.40581,-2.3696,-0.88794
-3.8878,-3.6261,-0.13145,-0.449,1.5568
-2.727,1.0403,-0.99566,-2.7889,2.6127
-1.3472,2.5198,0.070748,-1.4501,3.1889
-2.9367,0.43512,-0.91907,0.68346,-4.5695
-1.5338,-0.31797,1.1772,1.4677,-1.1733
-0.2358,1.9657,0.42659,1.3823,0.067773
3.0849,3.0482,3.0632,0.58114,2.4911
0.56905,-1.8889,0.10093,-0.84265,-1.7303
-0.22028,-4.4215,-0.3138,0.48013,-1.0818
3.056,-0.94324,-0.26541,-3.7478,3.7706
3.022,1.4399,-0.88776,0.93081,1.5794
2.8626,0.71169,-1.7719,2.8592,0.71665
0.93081,-0.1983,0.45062,0.72004,-0.28096
0.31427,1.1085,-0.38215,-3.1112,-2.6288
-1.8298,2.3359,0.81226,0.5586,-2.3359
-4.7028,-3.2466,-0.77866,-0.31776,-4.368
-2.3897,-3.4774,-0.61254,-0.029314,-2.6843
-1.8482,-0.82934,0.002911,-2.1643,3.1303
-1.9361,-2.0742,-0.27753,5.1143,0.94837
-0.12153,0.83439,-2.7536,2.2782,-1.4158
-1.7759,1.344,0.97429,0.85511,-0.1674
-1.2411,0.13152,-1.773,-2.1849,-2.8241
0.1277,-1.5504,1.0516,-3.1814,-2.8386
0.58971,-4.5162,5.8134,1.9104,0.68399
0.78854,-1.3555,2.0959,-0.33425,-0.086798
-0.43055,0.92643,-0.34013,-1.7825,-1.7669
3.8702,7.3925,0.010529,-1.8568,2.1011
4.2597,5.4114,1.5998,-1.3153,3.7825
4.1244,2.7836,1.5084,0.72645,1.0103
2.4343,3.3052,-1.1313,-0.90539,-2.4214
-0.82933,0.08947,-2.831,1.0368,-1.1571
-6.279,5.4199,-0.80868,-0.54842,-0.63056
-5.2209,2.516,-0.96455,-0.039198,2.2923
-1.8357,-0.15407,-0.6066,3.152,-0.14471
3.3019,-2.7037,-2.6891,-2.0889,3.8586
-0.12368,-2.4314,-1.6787,-3.6174,0.79473
-1.3745,-2.8036,0.055416,2.1267,-2.3352
0.90106,-0.1566,-1.3102,1.5382,-2.385
1.6134,-2.3738,2.1963,-0.73263,0.80564
2.4124,-1.4196,-0.78696,-0.84279,0.49508
5.0255,3.291,0.057855,-0.055784,-2.193
3.1441,4.6815,-1.4365,1.3543,0.56392
0.39026,2.5111,1.0118,1.4533,0.60009
-0.42451,0.17701,-0.22267,0.37769,-1.4641
-4.4325,-5.7159,-0.76259,4.4385,-0.09361
-2.5542,-1.3773,-2.4853,1.9306,-0.028633
-0.37108,-1.2141,0.54075,2.3907,-0.52469
-0.43606,-4.3321,2.4115,3.1073,4.2649
0.99108,-1.118,1.4475,0.20543,0.79358
-3.2728,3.7268,-0.52997,-3.2748,-6.6729
-1.2681,0.27443,0.78943,-1.5337,-1.3084
-0.93125,-3.0389,-0.51774,-0.36388,-0.38996
-0.69832,0.66247,-0.90128,-1.7595,-0.19053
0.50601,0.81159,-2.2021,-1.7782,0.25923
-1.6274,7.4817e-05,0.045364,-4.3515,-0.49382
0.14537,1.6554,1.199,2.9568,2.1194
0.85964,1.0619,0.94124,1.5855,8.0099
-0.20072,-1.3435,-1.1372,-0.60549,-1.6151
2.7881,-1.2641,1.7479,-1.1112,-4.001
0.77292,-4.0817,4.1827,-0.61421,1.9022
5.0889,1.0952,0.83016,-5.6197,5.703
5.0945,1.9983,3.6948,-0.90404,-1.2614
2.4755,3.2925,0.21575,-0.27229,-2.4979
1.5408,1.1375,1.1326,-1.2518,2.0359
-1.3207,-0.42353,-1.3973,2.8996,-0.65465
-5.6085,-6.0064,2.0965,4.0684,1.7388
-0.64044,-2.4412,0.38408,-0.37849,-2.066
-1.6878,5.0069,1.8075,1.571,-2.8961
-3.5263,1.7153,-1.4779,0.66145,-0.30325
1.773,-1.6361,-4.455,-3.7249,0.036154
-1.1023,-0.76379,-2.5719,-1.1961,-1.4924
-1.1542,-1.1333,-1.3504,3.8486,3.9339
-1.2245,4.1167,0.29677,1.8483,3.8543
-0.07172,2.3195,-0.35715,2.0696,3.4637
0.74345,-1.38,-1.7666,1.0617,2.6908
