0,1,2,3,4,5,6,7,8,9
-1.3481,-1.8549,-1.4794,-1.9183,-1.9355,-0.94368,-1.6245,-2.4665,0.50784,-0.91613
-0.98361,-1.3663,-1.1692,-1.416,-0.32191,-1.0557,0.88103,0.16537,2.4602,1.9925
-0.62874,-1.1389,-0.77924,-0.98931,0.55772,2.8773,2.8884,1.9079,-0.11251,-0.18815
1.5964,-0.1766,-0.50358,-0.7039,-0.95344,4.2873,3.5017,2.3999,0.39771,1.3666
2.6252,1.0699,0.48706,-0.15005,-0.75292,2.7148,1.6942,-0.27845,-1.171,0.44806
-1.6209,-0.31716,4.2377,1.6959,-0.043341,-2.1281,-1.3426,-0.59373,-2.1611,-1.4037
-2.0594,-0.48091,1.6571,1.6576,-0.51839,-4.2641,-3.1146,-1.5606,-2.0944,-2.3509
3.3169,1.2059,-1.2252,-0.23636,-0.058957,-1.9005,-3.0216,-2.4502,-2.0391,-2.2889
4.4283,2.4418,-0.8748,-0.40933,1.1521,-1.1126,-2.2374,-1.4989,-1.1609,-1.6302
-1.1823,0.32576,0.011421,0.83376,3.012,-0.94297,-1.522,0.35523,0.53391,-0.5673
-4.5716,2.9155,0.010899,4.3287,3.4051,-0.87951,-0.57575,0.61507,4.3349,1.6242
-1.3221,4.7253,0.57511,4.0567,3.9165,-0.070128,1.1046,0.86707,3.8837,2.022
3.9498,4.0524,1.045,0.036841,0.80124,-0.20325,1.0438,0.7782,2.5422,1.5773
3.6157,2.9627,0.88748,-2.087,-1.721,2.914,0.29934,0.47156,1.8278,2.334
-1.7194,1.2556,3.3291,1.397,-1.1213,3.0493,0.70031,4.0434,0.5471,3.2168
-3.7055,-0.94653,3.0718,2.3261,-0.77957,-2.1278,0.64712,2.2856,-0.64173,0.27456
3.6341,-3.4378,-1.2287,2.1014,0.61162,-1.7676,0.16615,-2.2942,-1.937,0.14985
-0.088904,-3.4116,0.05465,0.91238,-0.67967,-0.43021,-0.77633,-0.83993,-4.0206,-1.5995
-1.9484,-2.5913,1.6299,-1.265,-1.5174,-0.2126,-1.1907,3.0995,-1.4742,1.9438
-2.537,-4.0701,-1.4972,-2.9459,-2.7282,-0.27714,-0.88474,3.1222,0.11086,1.9847
0.70694,-2.8026,-4.3721,-4.044,0.53016,-0.1185,0.036341,0.38258,-0.89794,-1.8013
2.777,-0.94073,-2.9042,-0.75167,2.9296,0.13526,1.4535,-3.0895,-2.3804,-4.0523
-2.6827,-2.2011,-0.89743,0.73817,0.30657,0.23381,0.22493,-3.2361,1.5822,-1.0274
-3.7877,-2.5287,1.3261,-1.0194,-2.7473,4.637,0.90972,2.7188,3.6955,3.4108
-0.59553,-1.5678,-1.4038,-2.9058,-3.7278,4.8849,2.2308,2.0058,2.0234,2.0158
2.7657,0.51879,-3.2179,-3.345,-2.0635,1.4278,2.3118,-2.5265,1.0429,0.092663
-0.72791,1.906,-2.1458,-2.5082,-1.8783,-3.5367,0.38063,-4.579,0.36783,-1.922
-1.1653,4.499,-0.0022416,-1.0889,-1.2303,-2.2063,-0.67985,-1.3418,0.19455,-1.6882
2.8985,3.1232,3.4751,1.0439,3.6609,-0.55981,-0.79849,0.95537,-2.9589,-2.49
4.3407,1.0832,1.2597,1.0098,3.9484,3.7369,2.4597,2.3614,-2.7186,-0.97124
2.9336,2.3631,-1.2487,-0.72002,0.77651,1.3027,3.4383,0.86226,-1.8773,-0.31056
1.3155,1.2893,-1.8156,-0.97685,-1.4193,-3.6528,0.010946,-1.9628,-3.0068,0.96492
-3.8844,-3.5838,-2.361,-0.79256,-2.7285,-2.1333,-2.4628,-0.95157,-0.78707,-0.87443
