0,1,2,3,4
-1.4271,-2.3082,-2.237,-3.1819,-3.0981
-1.0306,-1.6953,-1.9038,-2.2531,-1.2161
-0.7823,-1.2194,-1.249,-1.6713,-0.21662
1.0424,-0.23052,-0.14426,-0.25953,-1.1132
3.0744,1.9358,1.8459,1.0787,1.488
-0.39457,0.13689,4.4051,3.8886,2.3843
-2.2579,-0.9768,1.2942,0.67807,-0.61151
2.0747,1.3875,-1.6194,-0.27554,-0.18913
4.5705,3.6259,1.0735,1.1642,3.1884
0.1996,1.1302,0.51547,1.5674,2.6927
-3.8583,0.978,-0.10157,4.2817,3.4654
-2.3134,3.54,1.932,3.0261,3.2416
2.7292,4.1258,2.6844,0.88382,0.3806
3.7322,3.2038,2.2342,0.74095,-0.45395
-0.34317,1.3571,2.634,2.5651,1.0314
-3.7942,-0.81937,1.553,1.4305,-0.043347
2.4319,-1.9748,-2.426,0.38218,0.33258
0.56048,-2.6896,-1.0802,-0.60267,-1.4689
-1.7703,-2.9524,0.94455,-1.283,-2.091
-2.5862,-4.1504,-3.1982,-4.7717,-5.5495
-0.43512,-3.242,-6.4841,-5.2715,-2.063
2.6067,-0.16113,-1.7598,0.15922,2.3868
-1.382,-2.0806,-1.2146,-0.91666,-1.3866
-3.5995,-3.3508,1.1523,-1.1256,-4.5826
-1.8219,-2.5798,-2.4356,-3.9837,-4.9364
2.1475,0.78891,-3.1586,-3.6661,-1.3005
-0.012624,1.2453,-1.4765,-1.9615,-2.2154
-1.5063,3.3236,1.7712,0.92461,0.40929
1.8787,3.385,4.0261,3.0278,5.0877
4.4607,2.3104,1.9944,1.3886,4.0135
3.473,2.7643,-0.2615,0.27948,0.36799
1.7647,1.8795,-0.40439,-0.53236,-0.56275
-2.3207,-2.7948,-3.7954,-3.3324,-4.3755
-5.1882,-3.2755,-2.5764,-2.2045,-0.91261
-2.9443,-3.1439,-2.1658,-1.4548,-0.041287
-1.5361,-0.72772,-0.054648,1.4585,-0.56451
-1.3034,1.4315,1.3195,1.1044,-0.67638
-1.1669,1.1436,1.128,0.32332,-0.40955
-0.73478,-2.5033,-1.6404,-1.3362,-2.0279
-0.15537,-3.5775,-1.928,-1.4336,-1.2717
1.0318,0.76323,2.2653,2.3016,4.2219
1.7947,2.8036,5.7541,4.978,5.0428
-0.23991,-0.99432,2.3036,1.7744,0.45653
-0.61982,-2.9018,-3.73,-1.8505,-5.1694
0.29925,-1.7807,-2.9488,-1.5094,-1.36
0.5502,-0.68685,0.15941,-0.18852,0.7799
0.58828,-0.33583,0.23487,0.16345,1.2288
0.90159,0.11034,2.5519,2.5208,3.8842
3.9379,2.487,5.485,4.3035,5.9293
5.2516,4.5045,2.375,3.1072,5.7332
1.4467,4.7465,1.6336,4.8502,4.5307
2.2264,3.5116,1.2254,1.1308,1.1531
-0.82781,-0.64595,-1.8902,-1.7719,-4.7553
-2.5757,-1.5719,-1.5979,-2.3766,-2.9903
-1.4983,2.5614,2.0698,0.48164,0.91972
-1.389,3.249,2.095,0.5555,0.58653
-0.95008,-0.56195,-1.4796,-0.54346,-1.6593
-0.86715,-3.3248,-2.9024,1.2701,1.6514
-0.55531,-2.4814,0.12494,-0.93569,0.40487
-0.085654,-1.1769,1.022,-0.97398,2.136
2.2,3.2004,3.1709,1.6982,1.674
0.19278,0.21645,2.7179,0.52073,-0.79025
-1.5065,-2.1595,-1.7241,-2.59,-4.0573
-0.37356,-1.4279,-2.974,-2.9353,1.9217
0.50699,-0.32005,-1.5917,-2.4127,1.5792
0.4718,0.22061,-0.83781,-1.4439,-3.1445
2.5844,1.6451,0.21861,1.7064,-0.74376
-0.52056,-0.20013,-1.46,2.3199,0.3593
-2.0917,-1.1573,-1.2245,-1.4805,-4.6486
-0.90556,-0.79355,-0.62024,-0.72475,-3.768
-0.47785,-0.32814,2.6997,4.2557,3.6171
-0.37798,1.63,5.5329,3.8181,3.0524
-0.26362,4.0558,3.5226,0.50996,-0.61462
-0.22583,0.8667,-3.3723,-4.5193,-7.468
0.001374,-1.4795,-4.6361,-4.1016,-4.2899
2.7086,3.7438,2.261,0.19927,3.441
5.0281,4.7553,3.3601,1.633,4.8668
1.5838,2.9342,3.5257,2.6409,3.7116
-3.8606,-0.032896,1.1214,0.4233,1.0792
-2.7815,-3.9636,-2.7137,-1.7499,-0.25865
2.8613,-1.8172,0.20263,-0.20894,1.3281
0.9026,-1.7671,-3.4166,-3.6436,-5.4571
-2.3632,-3.239,-5.7961,-4.33,-4.4019
-2.5877,-2.6381,-3.4465,-2.4984,-2.6477
-1.385,-0.44162,-1.2885,-0.73513,-2.6337
0.71534,-1.3249,-1.6209,2.7788,2.0913
3.4984,0.83892,0.11871,0.4158,1.4661
-0.51171,0.11978,-0.7372,-1.4513,-2.7455
-3.7945,1.7072,1.0933,0.34074,1.6862
-2.0944,0.82903,0.018774,-0.43427,-1.259
-0.81047,-1.6414,-1.6172,-1.5225,-3.8903
