0,1,2,3,4
-2.4982,-2.487,-2.5565,-2.1306,-2.5623
-2.0039,-0.38301,-2.0725,-2.7005,-3.3043
0.48408,-0.93834,1.6047,-0.22118,2.9168
3.8071,1.4462,0.57783,2.2067,2.7489
0.54125,-0.83375,-1.853,-1.9248,-3.2403
-2.2156,-0.98712,-0.49516,0.049334,-4.4209
3.0102,2.4268,4.0253,1.6207,2.1132
3.2444,5.2289,1.0644,1.8718,4.1642
2.3093,0.47534,-1.9844,1.6038,3.451
0.3142,-0.69325,4.9392,3.5392,4.0703
-2.3991,-0.30042,-1.0141,-0.59799,-0.94519
-1.2084,-1.3906,-2.0626,-0.99045,-4.6144
3.3937,0.032304,3.5028,1.8865,1.0291
1.1241,0.55642,3.4804,2.6961,1.092
-5.1981,-1.0459,-2.9945,-2.9647,-3.0611
-0.97051,-0.71949,-1.35,-1.3635,3.4093
1.8597,-0.212,-0.19769,0.69504,2.156
-1.1495,2.0546,2.4473,1.1064,1.1665
0.14855,2.1779,1.3536,0.88665,-1.9631
-1.4213,1.1139,-0.46156,-1.1363,2.4662
1.7637,-2.6928,-1.9959,0.25264,0.94108
-3.4837,-0.060278,-4.9526,-1.4,-4.0084
-7.8677,-1.421,-2.6271,-0.66188,-0.42175
-1.25,-1.6938,-0.038411,-4.206,2.055
2.4475,-2.954,1.3718,-0.62095,0.43824
-0.28499,-1.0081,-2.6889,-1.9062,-5.8069
-0.67254,-1.4093,0.50653,0.53975,-3.7371
4.6303,5.6183,2.4157,1.909,4.6473
3.6669,0.52008,1.2901,2.9294,1.0644
4.3155,3.344,4.5597,2.9699,0.21364
3.4163,3.7053,4.8963,2.682,2.9818
-1.0704,1.0734,-0.8208,0.67186,-1.4171
-5.4948,-4.6989,-6.0477,-5.5962,-6.4937
-5.7267,-5.1541,-4.9356,-4.8128,-2.8841
-2.34,-3.8128,-3.0557,-1.5403,-3.34
-1.9415,-2.9181,-0.89032,-1.592,-1.9923
-0.42235,-0.95333,-0.83041,0.33494,-0.084692
-0.32625,4.476,2.9821,-0.45053,2.171
-0.85638,1.2934,1.572,-0.064518,1.5357
0.11105,-1.2829,-1.384,-1.7827,-3.4963
0.54048,-0.90499,0.93176,1.6593,1.8382
0.18346,0.079395,-0.74726,3.2716,3.6774
-1.3718,1.5873,1.6882,1.9931,1.4021
4.0649,-0.59175,3.6818,1.7779,1.6401
3.0261,5.0505,4.7629,2.735,3.7962
0.88054,5.0177,0.81337,-1.4772,-0.31327
1.9985,0.57521,1.1046,-1.3689,2.29
4.4362,-1.6741,0.70338,0.62421,4.047
3.6618,1.2918,-1.3104,0.79104,-0.45041
0.57108,-1.8338,-1.5743,-2.6436,-1.2288
2.5686,0.086782,-1.5795,-0.26435,-1.2009
-0.059327,-2.5937,-1.1277,-0.60049,-2.5063
-3.439,-2.8157,-3.0182,-0.2239,-4.7695
-3.3302,-0.71757,-3.3436,-1.4835,-1.235
-1.6102,1.8349,1.1737,-0.0071785,-0.67191
2.3432,0.97853,3.7621,3.4327,1.7001
-3.0365,-0.51655,-1.8648,-0.74541,-1.2547
-1.3663,-3.9006,-5.1306,-2.9161,-2.9612
-1.4162,-1.0901,-0.1379,0.26266,0.58885
2.2314,1.4263,0.65924,2.8401,1.4183
-0.73868,-0.162,-0.42697,0.56706,0.054179
-0.81447,-2.3638,-4.0306,-1.8028,-1.7775
-1.3085,0.36736,1.4432,-2.2548,1.9308
1.304,1.4061,2.3658,1.9141,3.7574
0.33581,-1.8037,0.47307,-0.083063,1.4984
2.4139,1.143,-0.80286,3.5346,3.0721
1.3419,3.5548,5.3269,4.4742,3.2141
0.6567,4.9046,5.1463,4.5403,1.5074
3.3489,5.6785,3.5619,1.4338,3.9225
1.1972,3.8875,0.036981,-2.9792,1.5357
1.2831,1.5497,1.5951,1.6477,3.0079
0.23694,-0.88997,1.1602,-1.0668,2.7955
-1.5385,-6.2826,-3.0084,-2.6391,0.19508
-1.913,-3.981,-2.0463,0.70902,-0.41508
-0.12407,-4.1246,-1.6535,-2.339,-3.1729
2.2291,-0.772,1.1075,1.6578,-2.94
1.93,0.76456,1.1139,2.6628,-1.0806
-1.5717,2.6929,-0.69341,-2.873,-2.8217
-3.0505,1.3875,-1.9458,-1.1536,0.2386
0.53797,-1.6844,-0.36124,2.914,-0.44369
-1.274,-1.4744,-2.8146,-1.1489,-3.515
-5.1239,-2.0003,-5.3072,-4.7994,-8.1219
-2.4675,0.9308,-0.83643,-3.36,-3.1204
-0.35435,0.48577,3.6181,-0.76784,3.3498
1.4889,0.7466,0.99791,2.0248,1.2171
3.7213,1.4038,1.1622,0.93695,-2.5817
-0.619,-1.6071,1.8344,-0.73066,-2.7861
-1.8634,-3.356,-0.90409,-0.77344,-2.3463
-3.5533,-2.7717,-2.8283,-1.2147,-0.75301
-1.6048,-3.3857,3.0537,-0.31292,-0.6716
0.24391,0.54475,1.9809,-0.34512,-0.65443
3.4488,1.9689,-1.28,0.90072,2.4809
2.2526,1.5281,-0.95719,-2.8788,2.6894
-3.6656,-1.0116,-3.5647,-4.8052,-4.8352
-4.3231,0.37408,-2.3634,-2.355,-3.833
1.0222,-0.93961,1.9291,1.0244,4.4344
0.92671,-1.5905,1.9424,1.8824,0.72335
0.88151,-0.35546,2.4372,2.7579,2.009
-1.8089,-0.10819,0.66215,0.53856,0.86188
-0.51979,1.4732,-2.8624,-1.4979,0.66308
-1.6345,-0.46799,-4.0539,-3.0323,-3.7123
2.7367,1.2922,-2.1323,0.068704,1.7708
3.2669,2.8585,0.91172,1.8373,1.6036
1.6664,4.8473,4.0712,1.8651,5.8349
-3.06,5.0665,0.91445,-1.1128,2.2807
-1.5045,1.1764,-0.093203,0.64951,-4.9614
0.50729,-2.427,1.5834,1.0068,1.4711
1.7599,-2.155,0.38508,3.8375,0.66193
-1.8186,-0.90937,-0.51531,1.2244,-1.1042
-3.7935,-2.4348,-6.762,-1.9482,-5.0412
-1.1742,0.42186,-2.3982,-1.6388,-1.6452
1.9606,2.9997,1.3884,3.6776,4.8883
2.5137,2.8628,0.4473,1.6763,4.026
1.5153,-1.4233,-0.17575,-2.1911,-1.8635
2.977,0.10888,0.75375,0.33648,-0.76311
3.5473,0.88517,1.1201,0.87367,2.3026
2.303,1.7259,4.768,3.16,1.1587
2.0856,-0.094048,2.5,3.6411,2.7353
1.4007,-1.1007,2.422,1.5861,1.9675
-2.514,1.1998,1.1613,0.48615,1.5031
-3.3567,1.3952,-2.6878,-2.3831,-0.924
