0,1,2,3,4
-1.6055,-1.1837,-0.22101,-0.5393,-0.33798
-1.0725,-0.78842,-0.26313,-0.36997,0.23684
-0.66339,-0.63391,0.050519,-0.27627,0.43213
0.9179,0.42455,0.58372,0.70694,-0.75604
3.0114,2.2257,1.5806,1.3902,-1.2621
-0.64628,0.060467,1.3814,1.3662,0.24134
-2.1216,-1.0716,-0.19385,-0.19033,0.009753
2.0381,-0.98847,-1.819,-1.1564,-1.1697
4.6639,-1.0378,-1.4477,-0.93459,-2.4745
0.35999,-0.51547,-0.10244,-0.10573,2.0061
-3.8105,1.0298,0.33511,1.6124,2.498
-2.1446,2.3217,0.87216,0.68496,2.3899
2.9585,3.9713,-2.8355,-1.0793,-1.0792
3.929,3.9366,-5.9662,-1.102,-3.3875
-0.36491,1.524,0.96422,0.45177,0.25997
-3.5993,-0.85316,4.15,0.20957,1.6621
2.32,0.35404,3.7443,1.1931,4.0097
0.47061,-0.65334,2.0187,-0.24091,1.801
-1.5455,-1.6082,2.3722,-1.1651,-0.62432
-2.7441,-2.789,-0.078498,-1.346,-1.1494
-0.49772,-1.9621,-0.95831,-0.7715,1.6839
2.7191,0.84127,1.224,0.80459,3.9627
-1.2207,-1.4029,-0.41649,0.098641,-0.56234
-3.8839,-2.9374,0.086941,-0.77456,-4.5627
-1.6151,-2.16,-1.2591,-0.79625,-1.7809
2.2449,0.57262,-0.37583,-0.51078,-2.1849
-0.21466,-0.18228,-1.0065,-0.24772,-0.97391
-1.6922,0.45051,-0.012365,-0.29389,-0.73535
2.0016,1.7382,2.2131,0.010824,0.1036
4.3588,2.6533,-1.4899,-0.082904,-0.35729
3.1803,1.2772,-6.538,0.19474,-2.9717
1.955,-2.2045,-1.8538,0.16139,-2.9881
-2.6183,-3.5063,0.49002,0.21349,0.9825
-5.131,-1.8325,-0.70449,0.26848,2.431
-3.3093,-1.3041,-0.24136,0.47706,1.586
-1.4382,-0.52321,-0.35562,1.0895,0.089068
-1.4856,0.46185,-0.73898,0.099245,0.49538
-1.2227,0.78945,-0.49512,0.25473,0.44232
-0.69948,-0.71893,1.0825,0.25292,0.58276
-0.20036,-0.8951,0.81351,0.27199,0.54671
1.2813,0.22963,0.38253,0.3839,0.71384
1.6745,1.246,1.9566,0.22836,0.18882
-0.3339,0.051438,2.4519,0.29054,0.20759
-0.40089,-0.69125,0.31598,0.31488,0.21697
0.38798,-0.15077,-0.0035223,0.19072,0.13517
0.62238,0.33244,0.37534,0.27353,0.13311
0.45676,0.28301,0.31732,0.29455,0.41653
0.98453,0.38873,1.0425,0.79604,1.2183
3.7856,0.3216,2.2974,1.5516,1.8546
5.2003,0.013844,0.29343,0.46227,-1.2178
