0,1,2,3,4
-1.4272,-1.3308,-0.90616,-1.1184,-1.542
-1.0307,-0.96904,-0.89086,-0.70563,-0.96699
-0.78225,-0.71533,-0.51055,-0.54167,-0.68161
1.0425,0.099165,0.34139,0.48126,0.90456
3.0745,2.0997,1.5706,0.84664,2.5835
-0.3946,0.15906,0.24494,0.29929,-1.0595
-2.2579,-1.0558,-0.475,-0.45694,-1.7054
2.0748,1.2059,0.82448,1.0089,2.6359
4.5703,3.3725,2.3367,1.9049,4.1705
0.19946,0.8286,0.0070645,0.16022,-0.4747
-3.858,-1.6673,-1.7771,-0.20606,-2.5204
-2.3133,-1.074,-0.57481,-0.1689,0.043507
2.7292,1.8853,1.7868,0.97546,2.6479
3.7322,2.6999,2.1081,1.3473,2.5209
-0.34319,0.42735,-0.022584,0.13745,-1.2499
-3.7942,-1.8494,-1.0052,-0.5291,-2.8584
2.4318,0.58452,0.79836,0.77043,2.8109
0.56025,-0.0655,-0.35341,-0.4847,-0.4955
-1.7703,-1.4769,-0.60572,-0.86443,-2.2164
-2.5861,-2.2259,-1.7758,-1.8935,-2.7899
-0.43481,-1.3131,-1.1224,-0.6927,-0.13696
2.6068,1.3039,0.92171,0.657,2.68
-1.3821,-0.95296,-1.1929,-0.79195,-2.2708
-3.5997,-2.5069,-1.2987,-1.2919,-3.8591
-1.822,-2.0044,-1.1272,-1.2919,-1.3364
2.1475,1.1317,0.51726,-0.13475,1.893
-0.01264,0.19886,-0.61505,-0.62444,-1.1251
-1.5062,-0.36519,-0.39719,-0.056216,-1.1809
1.8789,1.4755,1.6342,1.3097,3.2856
4.4607,3.0651,2.4081,1.93,4.347
3.4729,2.9641,1.5184,1.5059,2.5982
1.7646,1.8731,0.81741,0.80068,1.1071
-2.3207,-1.6452,-2.0909,-1.6602,-3.4645
-5.1883,-3.4579,-2.577,-2.0986,-4.3797
-2.9443,-3.0059,-1.6007,-1.4442,-1.6103
-1.5361,-1.8348,-0.90739,-0.57707,-1.2941
-1.3034,-0.97026,-0.71927,-0.53812,-1.315
-1.1669,-0.65953,-0.22976,-0.44264,-0.89971
-0.73482,-1.0298,-0.44242,-0.46422,-0.66883
-0.1554,-0.67747,-0.2664,-0.37582,-0.22661
1.0318,0.5185,0.79814,0.85935,1.9282
1.7948,1.4169,1.7098,1.235,2.0854
-0.23995,0.047795,0.35268,0.1941,-0.50302
