0,1,2,3,4
-1.2104,-1.9852,-2.1548,-2.0101,-1.8662
-0.89058,-0.82086,-1.3419,-1.2811,-1.4567
-0.63658,3.2193,0.61516,-0.43579,-0.87458
0.97007,3.6933,1.1634,1.214,0.61011
3.0853,1.7061,-0.041317,0.78754,1.8094
-0.56803,-2.7377,-1.6261,-0.98761,3.8469
-2.33,-3.5269,-1.0002,0.84362,0.89615
1.9941,-0.47532,0.35469,3.717,0.28381
4.6347,1.0844,0.76496,2.7957,1.5376
0.45242,-0.79169,-0.21029,1.3854,0.23965
-4.0212,-1.9389,3.5748,3.3489,0.20294
-2.0633,0.52553,5.5343,2.9141,1.2307
3.0354,2.2021,4.0574,0.552,0.48502
3.844,0.61392,2.4412,-2.0331,-0.89245
-0.31484,1.4996,1.9624,-2.0301,1.752
-3.6813,2.701,0.45683,-2.2522,1.5645
2.4798,2.7706,-3.2602,-3.3517,-2.8797
0.52193,1.1634,-2.7087,-2.7336,-0.60323
-1.7339,0.31879,-1.7617,-1.6482,1.599
-2.8421,-0.47463,-3.0963,1.363,-1.257
-0.47649,-3.8633,-4.1724,-2.0208,-6.1368
2.4526,-3.1955,-2.6831,-3.4291,-2.0134
-1.204,-3.4781,-2.495,-2.3987,-0.63671
-3.9357,-3.1765,-2.0626,-1.4624,1.6832
-1.7274,-2.099,-1.2197,-0.17787,-2.3105
2.3837,-0.69753,-0.42661,-0.01179,-3.1408
-0.2137,-0.95646,1.9512,0.77608,-1.4905
-1.5071,-1.0835,4.7413,2.2486,0.47105
2.1959,0.33063,2.8055,1.683,4.6288
4.386,1.9493,-0.56976,0.42166,1.9535
3.2561,2.1265,2.0062,1.4211,-1.5155
1.8119,3.7544,1.9125,1.1647,-0.52958
-2.4562,3.5595,-1.7553,3.7622,0.58258
-5.0533,2.2035,0.15119,2.8251,0.2826
-3.0187,2.2963,-0.39635,1.9171,-0.27691
-1.6797,0.12226,0.9881,0.70725,-0.57666
-1.3031,-3.3551,1.8594,2.906,1.7892
-1.016,-3.4323,0.35349,2.2463,1.7356
-0.52047,-2.3239,-4.1605,-0.78915,-0.52287
-0.19067,0.45497,-3.7038,-4.3045,-2.8597
1.0371,0.25685,1.6643,-2.5522,-0.34245
1.9092,-0.84419,2.1893,-1.5224,4.3678
-0.038955,-1.3742,-3.0948,-3.063,1.5466
-0.33317,-0.80287,-4.1004,-3.0911,-4.4076
0.53708,0.11118,-1.3097,-1.7252,-2.2145
0.5964,4.232,0.92724,-0.64456,0.49229
0.71489,4.2876,0.97944,2.4189,1.5567
1.0042,1.8482,0.048789,4.1153,4.401
3.9849,1.9908,0.63812,2.0985,4.9037
5.2157,-0.0973,0.54656,-1.6094,-0.70781
1.4642,-1.8943,4.2794,-0.31133,-2.1316
2.2866,-0.70756,1.3937,-1.2798,0.73644
-0.55158,-1.7,-2.6514,-1.8054,-1.0902
-2.4523,-2.0825,-0.99945,-1.0474,-1.2856
-1.3543,-1.484,4.4801,4.08,2.1373
-1.1686,-0.49048,4.0806,1.5708,0.92614
-1.1087,-0.60194,-1.6153,-1.8894,-1.7989
-0.96979,-0.74965,-4.316,-2.0378,-1.2893
-0.64604,-0.35355,-1.5561,-1.3327,1.1862
-0.34301,-0.15008,0.59758,-0.18302,1.315
2.3259,0.8892,3.1925,3.2086,2.8514
0.29869,0.63902,-0.50602,1.7445,3.632
-1.4836,0.1069,-2.2646,-1.2386,-2.0788
-0.19384,0.4459,-0.75914,-1.0132,-2.9866
0.68728,0.91945,0.43388,-0.34156,-0.70877
0.67767,3.0568,1.0914,0.30171,-0.17749
2.5942,5.344,1.7853,0.78696,0.52472
-0.49109,4.1416,1.4275,1.5871,-0.26498
-2.4491,2.7,1.2361,0.72968,-0.37309
-0.9957,0.71947,0.035206,0.10427,-0.46337
-0.34808,-3.2053,-1.2169,-0.27912,2.5226
-0.34864,-3.8905,1.6928,2.09,4.7936
-0.40947,-2.8412,4.0085,5.407,3.3678
-0.1851,-2.2421,-1.1172,1.7062,-2.867
0.063437,0.052713,-1.7974,-1.621,-5.0479
2.6744,1.0129,3.5989,0.095532,0.56091
4.9536,0.35154,2.9214,0.56615,1.6196
1.4021,-0.88157,2.3359,2.3299,3.7088
-3.7893,0.62659,0.40067,2.0944,1.8685
-2.9422,0.22061,-4.4165,-2.5672,-2.5033
3.1209,-0.86288,-4.7484,-3.8849,0.41461
1.0157,0.57812,-2.2895,-2.7369,-3.0908
-2.3391,-1.3386,-2.3528,-2.1778,-5.2803
-2.5272,-2.9502,-0.94029,0.106,-2.2805
-1.407,-2.4261,0.28049,1.7229,-0.34768
0.86177,-1.1346,-2.3187,2.9632,0.93913
3.661,0.61192,-1.8818,-0.53808,-0.076511
-0.5337,-0.53815,1.6354,-2.0565,-3.168
-3.9119,1.681,4.4947,-0.099092,-0.97505
-2.0263,1.1273,1.7331,-1.0018,-0.64194
-0.78535,-1.5086,-2.1091,-1.9356,-1.6343
1.4226,-1.2471,-2.9321,-2.2424,-0.38047
4.4815,3.609,-0.54695,-1.3954,1.505
2.3603,2.2938,-1.3017,-1.5999,0.40381
-3.2332,-1.9244,-2.3894,-1.4837,-1.7705
-4.0969,0.67404,-0.58783,-0.51365,-0.56981
-1.4443,2.4361,1.4884,0.52716,0.60059
1.0787,0.31162,4.237,2.4,1.9066
1.1077,-2.0192,2.6592,1.5157,1.5921
-1.5395,-2.8166,-3.2411,-1.0921,-0.77012
