S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24
0.12999949,0.9915864,0.49053448,1.0300636,0.44497815,1.2083538,0.8275433,1.3380098,0.7594366,0.5416189,0.4723597,0.6128057,0.82427896,0.16531128,-0.045348537,-0.08952845,0.5079556,0.9881393,0.9879015,0.31042445,-0.029629596,0.3714619,0.13038545,-0.2879571,-0.75709677
0.11772866,-0.30397213,-1.1589538,-2.228763,-0.071503826,-0.9607999,-0.6365148,-0.66994966,-0.587785,-0.16871092,-0.81481785,-0.58541924,-0.99260635,-1.115025,-0.9528249,-0.5325795,-0.5941852,0.2055587,-0.73592836,-1.7711357,-0.54857857,-0.35733983,-0.9146062,-0.69399655,-0.5673418
-0.9909324,-1.0905025,-1.756985,-0.23317875,0.34546813,-0.5556166,0.2409587,-0.42131457,0.10010612,-0.8317372,-0.114736244,-0.18039745,-0.777581,-0.38336495,-0.45125037,-0.57284147,-0.88561857,-0.7136212,-0.24305506,-0.10595712,-0.22439264,-0.49256045,-0.20416643,0.80189997,-0.5508814
1.9406313,2.5599056,1.5993636,0.005845772,1.7943486,1.6910012,0.56622875,2.5135305,1.490054,2.17595,2.0321145,1.584761,1.8723319,-0.17888917,1.6484201,1.8086524,1.1342058,1.6522126,1.7047254,2.0657668,1.5539248,1.66582,1.4254525,1.3783859,1.5263836
0.78824795,0.34076172,0.15417527,-0.054642674,0.61673576,-0.4293504,0.29621282,0.46298426,-0.20380906,1.2903355,0.27271187,0.31161043,0.13446658,0.5221295,0.5235213,-0.33479846,0.47582382,0.3028571,0.93316424,0.65098536,-0.3557716,0.24715017,0.7717847,0.85510117,-0.5105811
-0.24668385,-0.021988472,-0.113394685,-1.2602959,0.91384906,0.3712474,0.19859204,0.06692498,0.32590005,0.8750136,0.052171603,0.19635087,0.16320987,-0.74160934,1.3708434,-1.1002556,0.7147465,0.13082713,0.2588434,1.2247939,0.0910335,0.060161174,0.24710484,1.0326122,0.78763867
1.5628148,1.4880813,1.7042799,2.1542034,1.0512221,1.2283654,1.1436623,1.2247419,0.9596694,1.0641602,1.0063411,0.96153045,1.144857,1.7359403,0.7432473,1.0936755,1.4665392,0.62566215,0.5568959,0.5563593,0.03586303,0.52641654,0.2563272,0.5434074,0.9646721
1.5251984,0.49116966,1.4103018,1.1173525,1.0109964,0.7136375,1.2582879,1.2008058,1.2824349,1.2190069,0.55404264,0.8078988,1.0748193,1.4981648,1.5607358,0.45594502,1.2657691,1.5777164,1.4506585,1.2054788,-0.20920334,0.5289105,0.3880063,0.38457826,0.82529986
-0.63668454,-0.6549464,-0.45351377,-1.2389001,-0.3181962,-0.48040316,0.16880493,-1.0500631,-0.941643,-0.66952926,-0.57009316,-0.8206444,-0.7831357,-0.5834731,-1.1643173,-0.39414895,-1.3871337,-0.21511135,-0.22493285,-1.1105365,-0.954459,-1.2390269,-0.54127837,-1.6082763,-0.26336283
-0.6790147,-1.1310899,-0.43321094,0.18647959,-0.2828539,-0.2235684,-0.40184504,-0.291151,-0.372119,-0.57645476,-0.965882,-0.6869909,-0.754487,1.5539833,-0.4923313,-1.8754897,-0.54252637,-0.112620704,-0.48553187,0.13329265,-1.5292504,-1.3934383,-1.2901309,-0.46676233,-1.0053693
-0.90002966,0.8204234,1.0479572,0.6314819,0.60439986,0.5211837,0.060808987,0.35159424,0.12503621,0.4087387,0.6974385,-0.13704887,0.43977073,0.29632142,-0.10450004,-0.20431435,0.31913364,-0.049270366,0.30494875,-1.0951972,-0.12250063,-0.56268466,-0.007357997,-1.3890582,-0.9956457
-0.28236243,-0.47182745,-1.399133,-0.40442082,-0.013858251,-0.042836517,-0.09535606,-0.42252862,-0.61831874,0.05363575,0.09788307,-0.5363041,0.612349,-1.2053115,-0.49596158,-0.6259257,-0.20497486,-1.1174162,0.008638527,-1.1564669,-0.6741617,-0.94544596,-0.6046465,-0.9272988,-0.5807075
-1.2490016,-1.1229439,-1.9880382,-0.6987388,-1.3347565,-0.8216167,-1.2405902,-1.995943,-0.99105257,-1.0681715,-0.711515,-1.366941,-2.1095457,-1.188352,-1.7253237,-1.22942,-1.9979748,-0.7369369,-1.2082831,-1.9665736,-1.033797,-1.0282707,-1.1432071,-1.564944,-1.0643455
-2.86712,-1.556157,-1.9462484,-0.85951967,-1.8111259,-2.1040252,-1.4146363,-1.3973305,-2.2260819,-1.5129247,-1.6527879,-1.6618413,-1.0623955,-3.3357127,-1.1857271,-2.1989293,-1.14866,-2.9084566,-1.0072253,-2.0873437,-0.8621384,-1.2018157,-1.0662149,-0.9345695,-1.775218
-1.0477358,-1.5820772,-1.365776,-0.23014248,-1.2616885,-0.8711092,-1.7503116,-0.5191606,-0.65275085,-0.6344752,-0.58811796,-0.7771603,-0.288827,-0.7303036,-0.858899,-0.4613216,0.1276078,-1.1101908,-0.7516448,-0.5065114,0.56634206,-0.9983747,-0.25100926,-0.25827533,-0.93078226
-1.0467806,0.15520279,0.35910693,-0.38026202,-0.64418114,-0.5599978,-0.9084952,-0.4118772,-0.53420336,-0.031241917,-0.5579074,-0.6788087,-1.3747989,-1.2249799,-0.27253345,-1.2382449,-0.35706043,-0.24042009,-0.8467606,-0.7056753,-0.9824635,-1.0010383,-0.39593244,-0.74182177,-0.9416188
-1.5316067,-2.133366,-0.90561104,-0.7380126,-1.0175074,-1.7301678,-0.7249345,-1.6029083,-0.56656456,-1.0517051,-0.52301735,-1.1572781,-0.15508598,-1.6973139,-1.1119651,0.18923639,-1.0161994,-0.6228763,-1.586874,-0.85755837,0.76170487,-0.51353366,-0.53116346,0.27164194,-1.0145244
-1.4707538,-0.7270052,-0.13907597,-0.4981052,-0.521866,-0.43285286,-0.9814871,-0.5546858,0.021726147,-0.9576967,-1.0431738,-1.0416963,-0.7637135,-0.9845599,-1.2941849,-0.55003196,-0.3329811,-1.5853987,-0.81320417,-0.86767465,-0.31329948,-0.5649602,-0.7269296,-1.0256064,-0.56846524
0.08692711,0.091569014,0.06354691,0.13947602,-0.20513085,0.3542318,-0.05427071,0.37675697,0.51320905,0.5999825,1.0923063,-0.013581435,-0.36013937,1.125754,0.4776262,0.9191804,0.9398899,0.766939,0.10960552,0.49755934,0.52458847,0.72464955,0.9270041,0.62828655,0.6337411
-0.21085252,0.10057053,-0.12402179,-0.24954482,0.6516893,1.0419643,0.7536835,0.3329468,0.22206666,0.14975019,0.38082594,0.383072,0.26848856,1.3607513,0.5394957,0.343018,0.7475104,0.3357543,-0.06223686,0.6962161,0.5800846,0.110077806,-0.17192683,1.3613397,-0.21422559
-1.2690237,-1.376346,-0.05682333,-0.8292791,-0.61510057,-0.8144787,-1.0946181,-1.2370344,-0.4302789,-1.1629206,-1.2186731,-1.0765305,0.13145846,-0.88832945,0.01803696,-1.1811847,-1.1735978,-1.328005,-0.61655516,-0.7984812,-1.0718864,-0.86637897,-0.7054434,-0.8914001,-1.3930973
-1.1659434,-0.7742977,-0.70968855,-0.2815761,-1.0274618,-1.1629229,-0.92392105,-1.1931424,-0.66459674,-0.7739324,-0.6159394,-1.7327055,-0.2749767,-1.640319,-2.050786,-0.97939504,-0.67877907,-1.2989992,-1.7414911,-0.72762865,-0.35241258,-0.40908808,-0.8582642,-1.8417116,-1.262796
-1.0660418,-1.1927588,-0.4840789,-2.0106316,-1.3132266,-1.7447319,-1.2779287,-1.310716,-1.5023047,-1.2950827,-2.106959,-0.8321271,-1.2735348,-1.0033699,-2.1834343,-0.2975347,-1.1320987,-1.7120215,-1.194904,-1.5827688,-0.9410169,-0.9201621,-1.0410148,-0.9884222,-1.2034445
-0.7849971,-0.3919351,-0.40981406,-1.0490713,-0.2917323,-0.17685957,-0.3679441,-0.637413,-0.61837197,-0.94847566,-0.33954436,0.16998872,-0.47160575,1.3813592,-1.0923239,-0.020618169,-0.18047582,0.18864182,-0.27100673,-0.70306385,0.2717572,-0.5642748,0.11983472,1.0691323,-0.66159195
